"","Candidate.Name","Party.Name","EVM.Votes","Postal.Votes","Total.Votes","Percent.of.Votes","Constituency.ID","Constituency.Name","State.ID","State.Name"
"6147","AJAY TOPNO","Jharkhand Party","8770","68","8838","1.06",11,"Khunti","S27","Jharkhand"
"7147","ABINASHI MUNDU","Hum Bhartiya Party","2362","11","2373","0.29",11,"Khunti","S27","Jharkhand"
"8145","NEEL JUSTINE BECK","Bharatiya Minorities Suraksha Mahasangh","1850","14","1864","0.22",11,"Khunti","S27","Jharkhand"
"9143","MUNNA BARAIK","Aihra National Party","1863","1","1864","0.22",11,"Khunti","S27","Jharkhand"
"10139","SIBIL KANDULNA","Rashtriya Sangail Party","3888","7","3895","0.47",11,"Khunti","S27","Jharkhand"
"11132","NIYARAN HERENJ","Independent","4559","1","4560","0.55",11,"Khunti","S27","Jharkhand"
"12127","MEENAKSHI MUNDA","Independent","10976","13","10989","1.32",11,"Khunti","S27","Jharkhand"
"13114","SUKHRAM HERENJ","Independent","5254","1","5255","0.63",11,"Khunti","S27","Jharkhand"
"14104","NOTA","None of the Above","21236","9","21245","2.55",11,"Khunti","S27","Jharkhand"
"3158","DINESH ORAON","All India Trinamool Congress","9500","143","9643","1.18",12,"Lohardaga","S27","Jharkhand"
"4148","SHARVAN KUMAR PANNA","Bahujan Samaj Party","3992","56","4048","0.5",12,"Lohardaga","S27","Jharkhand"
"5148","SUKHDEO BHAGAT","Indian National Congress","360068","1164","361232","44.18",12,"Lohardaga","S27","Jharkhand"
"6148","SUDARSHAN BHAGAT","Bharatiya Janata Party","369527","2068","371595","45.45",12,"Lohardaga","S27","Jharkhand"
"7148","DEOKUMAR DHAN","Jharkhand Party","19397","149","19546","2.39",12,"Lohardaga","S27","Jharkhand"
"8146","AJIT KUMAR BHAGAT","Independent","2867","13","2880","0.35",12,"Lohardaga","S27","Jharkhand"
"9144","AMBER SAURAV KUNAL","Independent","1889","0","1889","0.23",12,"Lohardaga","S27","Jharkhand"
"10140","ANAND PAUL TIRKEY","Independent","2297","42","2339","0.29",12,"Lohardaga","S27","Jharkhand"
"11133","ALON BAXLA","Independent","2304","13","2317","0.28",12,"Lohardaga","S27","Jharkhand"
"12128","EKUS DHAN","Independent","2335","6","2341","0.29",12,"Lohardaga","S27","Jharkhand"
"13115","KALINDRA ORAON","Independent","4052","9","4061","0.5",12,"Lohardaga","S27","Jharkhand"
"14105","RAGHUNATH MAHLI","Independent","8948","2","8950","1.09",12,"Lohardaga","S27","Jharkhand"
"1594","SANJAY ORAON","Independent","10658","5","10663","1.3",12,"Lohardaga","S27","Jharkhand"
"1683","SANIYA ORAON","Independent","5256","7","5263","0.64",12,"Lohardaga","S27","Jharkhand"
"1765","NOTA","None of the Above","10770","13","10783","1.32",12,"Lohardaga","S27","Jharkhand"
"3159","ANJANA BHUIYAN","Bahujan Samaj Party","53452","145","53597","4.43",13,"Palamau","S27","Jharkhand"
"4149","GHURAN RAM","Rashtriya Janata Dal","276967","1086","278053","22.98",13,"Palamau","S27","Jharkhand"
"5149","VISHNU DAYAL RAM","Bharatiya Janata Party","753240","2419","755659","62.46",13,"Palamau","S27","Jharkhand"
"6149","AMINDRA PASWAN","Bhartiya Lok Seva Dal","13039","8","13047","1.08",13,"Palamau","S27","Jharkhand"
"7149","UDAY KUMAR PASWAN","Jan Sangharsh Virat Party","4163","1","4164","0.34",13,"Palamau","S27","Jharkhand"
"8147","UMESH KUMAR PASWAN","Voters Party  International","5094","5","5099","0.42",13,"Palamau","S27","Jharkhand"
"9145","PRAYAG RAM","Proutist Sarva Samaj","2774","9","2783","0.23",13,"Palamau","S27","Jharkhand"
"10141","BABAN BHUIYA","Jai Prakash Janata Dal","2857","4","2861","0.24",13,"Palamau","S27","Jharkhand"
"11134","BALKESH PRASAD PASWAN","Ambedkar National Congress","4100","21","4121","0.34",13,"Palamau","S27","Jharkhand"
"12129","MADAN RAM","Communist Party of India (Marxist-Leninist) Red Star","2417","3","2420","0.2",13,"Palamau","S27","Jharkhand"
"13116","SHAYAM NARAYN BHUIAN","Bahujan Mukti Party","3091","2","3093","0.26",13,"Palamau","S27","Jharkhand"
"14106","SUSHMA MEHTA","Communist Party of India  (Marxist-Leninist)  (Liberation)","4996","8","5004","0.41",13,"Palamau","S27","Jharkhand"
"1595","JORAWAR RAM","Independent","7260","7","7267","0.6",13,"Palamau","S27","Jharkhand"
"1684","DINESH RAM","Independent","19490","1","19491","1.61",13,"Palamau","S27","Jharkhand"
"1766","RAM JI PASWAN","Independent","13094","3","13097","1.08",13,"Palamau","S27","Jharkhand"
"1856","VIJAY KUMAR","Independent","13958","3","13961","1.15",13,"Palamau","S27","Jharkhand"
"1948","VIJAY RAM","Independent","4928","1","4929","0.41",13,"Palamau","S27","Jharkhand"
"2045","SHRAWAN KUMAR RAVI","Independent","5850","1","5851","0.48",13,"Palamau","S27","Jharkhand"
"2138","SATYENDRA KUMAR PASWAN","Independent","9437","5","9442","0.78",13,"Palamau","S27","Jharkhand"
"2232","NOTA","None of the Above","5762","46","5808","0.48",13,"Palamau","S27","Jharkhand"
"3160","GOPAL PRASAD SAHU","Indian National Congress","249022","228","249250","23.06",14,"Hazaribagh","S27","Jharkhand"
"4150","JAYANT SINHA","Bharatiya Janata Party","727359","1439","728798","67.42",14,"Hazaribagh","S27","Jharkhand"
"5150","BHUBNESHWAR PRASAD MEHTA","Communist Party of India","32074","35","32109","2.97",14,"Hazaribagh","S27","Jharkhand"
"6150","VINOD KUMAR","Bahujan Samaj Party","8768","25","8793","0.81",14,"Hazaribagh","S27","Jharkhand"
"7150","KRISHAN KUMAR SINGH","Bharat Prabhat Party","1688","2","1690","0.16",14,"Hazaribagh","S27","Jharkhand"
"8148","JAGAT KUMAR SONI","Bhartiya Azad Sena","1527","0","1527","0.14",14,"Hazaribagh","S27","Jharkhand"
"9146","BHAWESH KUMAR MISHRA","Bharatiya Jan Kranti Dal (Democratic)","1840","2","1842","0.17",14,"Hazaribagh","S27","Jharkhand"
"10142","MISBAHUL ISLAM","Peoples Party of India (Democratic)","1716","0","1716","0.16",14,"Hazaribagh","S27","Jharkhand"
"11135","MD. MUBARAK","Janata Congress","1795","7","1802","0.17",14,"Hazaribagh","S27","Jharkhand"
"12130","RAJNI DEVI","Jai Prakash Janata Dal","2131","6","2137","0.2",14,"Hazaribagh","S27","Jharkhand"
"13117","RAJESH RANJAN","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","2179","2","2181","0.2",14,"Hazaribagh","S27","Jharkhand"
"14107","RAMESHWAR RAM KUSHWAHA","All India Forward Bloc","2393","3","2396","0.22",14,"Hazaribagh","S27","Jharkhand"
"1596","GAUTAM KUMAR","Independent","3046","2","3048","0.28",14,"Hazaribagh","S27","Jharkhand"
"1685","TEKOCHAND MAHTO","Independent","5608","4","5612","0.52",14,"Hazaribagh","S27","Jharkhand"
"1767","MD. MOIN UDDIN AHMAD","Independent","15659","1","15660","1.45",14,"Hazaribagh","S27","Jharkhand"
"1857","RAMAVTAR MAHTO","Independent","14826","3","14829","1.37",14,"Hazaribagh","S27","Jharkhand"
"1949","NOTA","None of the Above","7524","15","7539","0.7",14,"Hazaribagh","S27","Jharkhand"
"3161","ARJUN PUJHAR","All India Trinamool Congress","13084","20","13104","1.28",2,"Dumka","S27","Jharkhand"
"4151","SHIBU SOREN","Jharkhand Mukti Morcha","436158","1175","437333","42.63",2,"Dumka","S27","Jharkhand"
"5151","SUNIL SOREN","Bharatiya Janata Party","483748","1175","484923","47.26",2,"Dumka","S27","Jharkhand"
"6151","SENAPATI MURMU","Communist Party of India","16150","7","16157","1.57",2,"Dumka","S27","Jharkhand"
"7151","STEPHAN BESRA","Bahujan Samaj Party","3262","11","3273","0.32",2,"Dumka","S27","Jharkhand"
"8149","SATISH SOREN","Jharkhand People's Party","1923","3","1926","0.19",2,"Dumka","S27","Jharkhand"
"9147","THAKUROON SOREN","Independent","5569","2","5571","0.54",2,"Dumka","S27","Jharkhand"
"10143","PROBINA MURMU","Independent","2228","2","2230","0.22",2,"Dumka","S27","Jharkhand"
"11136","BAGHRAI SOREN","Independent","2074","1","2075","0.2",2,"Dumka","S27","Jharkhand"
"12131","MOHRIL MURMU","Independent","2211","2","2213","0.22",2,"Dumka","S27","Jharkhand"
"13118","RAMESH TUDU","Independent","2578","1","2579","0.25",2,"Dumka","S27","Jharkhand"
"14108","RASKA SOREN","Independent","5135","0","5135","0.5",2,"Dumka","S27","Jharkhand"
"1597","RAJESH BESRA","Independent","5882","0","5882","0.57",2,"Dumka","S27","Jharkhand"
"1686","DR. SHRILAL KISKU","Independent","16562","0","16562","1.61",2,"Dumka","S27","Jharkhand"
"1768","SAMUEL TUDU","Independent","12609","0","12609","1.23",2,"Dumka","S27","Jharkhand"
"1858","NOTA","None of the Above","14365","31","14396","1.4",2,"Dumka","S27","Jharkhand"
"3162","Zaffar Obaid","Bahujan Samaj Party","17531","52","17583","1.47",3,"Godda","S27","Jharkhand"
"4152","Nishikant Dubey","Bharatiya Janata Party","635383","2227","637610","53.4",3,"Godda","S27","Jharkhand"
"5152","Pradeep Yadav","Jharkhand Vikas Morcha (Prajatantrik)","450677","2706","453383","37.97",3,"Godda","S27","Jharkhand"
"6152","Asha Makade","Pichhara Samaj Party United","6571","9","6580","0.55",3,"Godda","S27","Jharkhand"
"7152","Noor Hassan","Rashtriya Samta Party (Secular)","2302","5","2307","0.19",3,"Godda","S27","Jharkhand"
"8150","Bajrangi Mahtha","Bahujan Mukti Party","3017","6","3023","0.25",3,"Godda","S27","Jharkhand"
"9148","Murari Kapri","Aam Adhikar Morcha","2625","2","2627","0.22",3,"Godda","S27","Jharkhand"
"10144","Anup Kumar Sinha","Independent","2533","1","2534","0.21",3,"Godda","S27","Jharkhand"
"11137","Jitendra Kumar Barnwal","Independent","2978","4","2982","0.25",3,"Godda","S27","Jharkhand"
"12132","Madhusudan Ray","Independent","6287","14","6301","0.53",3,"Godda","S27","Jharkhand"
"13119","Mahesh Kumar Suman","Independent","10352","2","10354","0.87",3,"Godda","S27","Jharkhand"
"14109","K. Rangaiah","Independent","16453","3","16456","1.38",3,"Godda","S27","Jharkhand"
"1598","Birendra Kumar","Independent","13610","3","13613","1.14",3,"Godda","S27","Jharkhand"
"1687","NOTA","None of the Above","18650","33","18683","1.56",3,"Godda","S27","Jharkhand"
"3163","ANNPURNA DEVI","Bharatiya Janata Party","751996","1020","753016","62.26",5,"Kodarma","S27","Jharkhand"
"4153","KANCHAN KUMARI","All India Trinamool Congress","14082","37","14119","1.17",5,"Kodarma","S27","Jharkhand"
"5153","BABU LAL MARANDI","Jharkhand Vikas Morcha (Prajatantrik)","297232","184","297416","24.59",5,"Kodarma","S27","Jharkhand"
"6153","SARFARAJ AHMAD","Bahujan Samaj Party","6350","9","6359","0.53",5,"Kodarma","S27","Jharkhand"
"7153","AJAY KRISHNA","Rashtriya Jansangharsh Swaraj Party","2496","0","2496","0.21",5,"Kodarma","S27","Jharkhand"
"8151","AVADHESH KUMAR SINGH","Vishva SHakti Party","3264","1","3265","0.27",5,"Kodarma","S27","Jharkhand"
"9149","TUKLAL NAYAK","Hindusthan Nirman Dal","2219","1","2220","0.18",5,"Kodarma","S27","Jharkhand"
"10145","DAYANAND KUMAR","Janata Congress","2178","3","2181","0.18",5,"Kodarma","S27","Jharkhand"
"11138","BAYAS KUMAR","Moolniwasi Samaj Party","3254","0","3254","0.27",5,"Kodarma","S27","Jharkhand"
"12133","RAJ KUMAR YADAV","Communist Party of India  (Marxist-Leninist)  (Liberation)","68184","23","68207","5.64",5,"Kodarma","S27","Jharkhand"
"13120","SHIVNATH SAW","All India Forward Bloc","4060","0","4060","0.34",5,"Kodarma","S27","Jharkhand"
"14110","PRADIP TURI","Independent","6206","1","6207","0.51",5,"Kodarma","S27","Jharkhand"
"1599","MD. MAHBOOB ALAM","Independent","9421","0","9421","0.78",5,"Kodarma","S27","Jharkhand"
"1688","RAMESHWAR PRASAD YADAV","Independent","6156","0","6156","0.51",5,"Kodarma","S27","Jharkhand"
"1769","NOTA","None of the Above","31156","8","31164","2.58",5,"Kodarma","S27","Jharkhand"
"3164","Chandra Prakash Choudhary","AJSU Party","646864","1413","648277","58.57",6,"Giridih","S27","Jharkhand"
"4154","Jagarnath Mahto","Jharkhand Mukti Morcha","398268","1662","399930","36.13",6,"Giridih","S27","Jharkhand"
"5154","Rasul Baksh","Bahujan Samaj Party","10018","43","10061","0.91",6,"Giridih","S27","Jharkhand"
"6154","Amit Jani","Uttar Pradesh Navnirman Sena","2045","6","2051","0.19",6,"Giridih","S27","Jharkhand"
"7154","Ahmad Ansari","Bhartiya Lokmat Rashtrwadi Party","1074","14","1088","0.1",6,"Giridih","S27","Jharkhand"
"8152","Chandra Deo Prasad","Aihra National Party","1646","4","1650","0.15",6,"Giridih","S27","Jharkhand"
"9150","Jogeshwar Thakur","Vishva SHakti Party","1223","2","1225","0.11",6,"Giridih","S27","Jharkhand"
"10146","Dwaraka Prasad Lala","Republican Party of India (A)","1893","3","1896","0.17",6,"Giridih","S27","Jharkhand"
"11139","Madhu Sudan","Jharkhand Party (Secular),","1236","8","1244","0.11",6,"Giridih","S27","Jharkhand"
"12134","Shibu Singh","Bhartiya Manavadhikaar Federal Party","1203","3","1206","0.11",6,"Giridih","S27","Jharkhand"
"13121","Sohrab Shah","Bahujan Mukti Party","1444","4","1448","0.13",6,"Giridih","S27","Jharkhand"
"14111","Rajendra Dasaundhi","Independent","1664","3","1667","0.15",6,"Giridih","S27","Jharkhand"
"15100","Sanjeev Kumar Mahato","Independent","2214","3","2217","0.2",6,"Giridih","S27","Jharkhand"
"1689","Simmi Suman","Independent","4160","13","4173","0.38",6,"Giridih","S27","Jharkhand"
"1770","Sunita Tudu","Independent","9069","8","9077","0.82",6,"Giridih","S27","Jharkhand"
"1859","NOTA","None of the Above","19669","39","19708","1.78",6,"Giridih","S27","Jharkhand"
"3165","KIRTI AZAD","Indian National Congress","340141","899","341040","27.22",7,"Dhanbad","S27","Jharkhand"
"4155","PASHUPATI NATH SINGH","Bharatiya Janata Party","824704","2530","827234","66.03",7,"Dhanbad","S27","Jharkhand"
"5155","MADHVI SINGH","All India Trinamool Congress","8208","27","8235","0.66",7,"Dhanbad","S27","Jharkhand"
"6155","MEGHNATH RAWANI","Bahujan Samaj Party","4207","34","4241","0.34",7,"Dhanbad","S27","Jharkhand"
"7155","DEEPAK KUMAR DAS","Peoples Party of India (Democratic)","2183","11","2194","0.18",7,"Dhanbad","S27","Jharkhand"
"8153","MANTOSH KUMAR MANDAL","Amra Bangalee","1631","4","1635","0.13",7,"Dhanbad","S27","Jharkhand"
"9151","MIHIR CHANDRA MAHATO","Ambedkarite Party of India","2994","10","3004","0.24",7,"Dhanbad","S27","Jharkhand"
"10147","MERAJ KHAN","Samajwadi Party","1446","7","1453","0.12",7,"Dhanbad","S27","Jharkhand"
"11140","RAM LAL MAHTO","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","1730","11","1741","0.14",7,"Dhanbad","S27","Jharkhand"
"12135","SUDHIR KUMAR MAHATO","Bahujan Mukti Party","7447","48","7495","0.6",7,"Dhanbad","S27","Jharkhand"
"13122","HEERA LAL SHANKHAVAR","All India Forward Bloc","1681","3","1684","0.13",7,"Dhanbad","S27","Jharkhand"
"14112","UMESH PASWAN","Independent","1967","0","1967","0.16",7,"Dhanbad","S27","Jharkhand"
"15101","PREM PRAKASH PASWAN","Independent","2115","2","2117","0.17",7,"Dhanbad","S27","Jharkhand"
"1690","BAMAPADA BAURI","Independent","4127","8","4135","0.33",7,"Dhanbad","S27","Jharkhand"
"1771","RAJESH KUMAR SINGH","Independent","11110","0","11110","0.89",7,"Dhanbad","S27","Jharkhand"
"1860","LAKSHMI DEVI","Independent","10876","0","10876","0.87",7,"Dhanbad","S27","Jharkhand"
"1950","VARUN KUMAR","Independent","4024","2","4026","0.32",7,"Dhanbad","S27","Jharkhand"
"2046","SANJAY PASWAN","Independent","3761","1","3762","0.3",7,"Dhanbad","S27","Jharkhand"
"2139","K.C.SINGH RAJ","Independent","1026","4","1030","0.08",7,"Dhanbad","S27","Jharkhand"
"2233","SIDDHARTH GAUTAM","Independent","9470","22","9492","0.76",7,"Dhanbad","S27","Jharkhand"
"2329","NOTA","None of the Above","4303","43","4346","0.35",7,"Dhanbad","S27","Jharkhand"
"3166","BIDYADHAR PRASAD","Bahujan Samaj Party","8757","41","8798","0.71",8,"Ranchi","S27","Jharkhand"
"4156","SANJAY SETH","Bharatiya Janata Party","704301","2527","706828","57.21",8,"Ranchi","S27","Jharkhand"
"5156","SUBODH KANT SAHAY","Indian National Congress","422672","1130","423802","34.3",8,"Ranchi","S27","Jharkhand"
"6156","AMAR KUMAR MAHTO","Republican Party of India (A)","5826","11","5837","0.47",8,"Ranchi","S27","Jharkhand"
"7156","ALOK KUMAR","Rashtriya Jansangharsh Swaraj Party","2398","6","2404","0.19",8,"Ranchi","S27","Jharkhand"
"8154","PARMESHWAR MAHTO","Jharkhand Party","2033","17","2050","0.17",8,"Ranchi","S27","Jharkhand"
"9152","RANJIT MAHTO","Peoples Party of India (Democratic)","1389","3","1392","0.11",8,"Ranchi","S27","Jharkhand"
"10148","RAMJIT MAHTO","Proutist Sarva Samaj","1505","0","1505","0.12",8,"Ranchi","S27","Jharkhand"
"11141","VIKAS CHANDRA SHARMA","Communist Party of India (Marxist-Leninist) Red Star","1405","2","1407","0.11",8,"Ranchi","S27","Jharkhand"
"12136","SIDHESHWAR SINGH","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","2222","5","2227","0.18",8,"Ranchi","S27","Jharkhand"
"13123","SUNITA MUNDA","Ambedkarite Party of India","6614","55","6669","0.54",8,"Ranchi","S27","Jharkhand"
"14113","ANJANI PANDEY","Independent","3580","8","3588","0.29",8,"Ranchi","S27","Jharkhand"
"15102","JAY PRAKASH PRASAD","Independent","2830","2","2832","0.23",8,"Ranchi","S27","Jharkhand"
"1691","JITENDRA THAKUR","Independent","6383","0","6383","0.52",8,"Ranchi","S27","Jharkhand"
"1772","NAND KISHORE YADAV","Independent","7795","6","7801","0.63",8,"Ranchi","S27","Jharkhand"
"1861","RAJU MAHTO","Independent","9372","0","9372","0.76",8,"Ranchi","S27","Jharkhand"
"1951","RAJESH KUMAR","Independent","2651","3","2654","0.21",8,"Ranchi","S27","Jharkhand"
"2047","RAJESH THAPA","Independent","4439","1","4440","0.36",8,"Ranchi","S27","Jharkhand"
"2140","RAM TAHAL CHOUDHARY","Independent","29454","143","29597","2.4",8,"Ranchi","S27","Jharkhand"
"2234","SATISH SINGH","Independent","1473","1","1474","0.12",8,"Ranchi","S27","Jharkhand"
"2330","NOTA","None of the Above","4348","33","4381","0.35",8,"Ranchi","S27","Jharkhand"
"3167","Anjana Mahata","All India Trinamool Congress","9518","24","9542","0.83",9,"Jamshedpur","S27","Jharkhand"
"4157","Ashraf Hussain","Bahujan Samaj Party","3350","9","3359","0.29",9,"Jamshedpur","S27","Jharkhand"
"5157","Champai Soren","Jharkhand Mukti Morcha","377352","190","377542","33",9,"Jamshedpur","S27","Jharkhand"
"6157","Bidyut Baran Mahato","Bharatiya Janata Party","678984","648","679632","59.4",9,"Jamshedpur","S27","Jharkhand"
"7157","Angad Mahato","Amra Bangalee","6664","1","6665","0.58",9,"Jamshedpur","S27","Jharkhand"
"8155","Asjadullah Imran","Bharat Prabhat Party","1788","1","1789","0.16",9,"Jamshedpur","S27","Jharkhand"
"9153","Qamar Raza Khan","Bhartiya Panchyat Party","1463","0","1463","0.13",9,"Jamshedpur","S27","Jharkhand"
"10149","Chandra Shekhar Mahato","Peoples Party of India (Democratic)","1585","2","1587","0.14",9,"Jamshedpur","S27","Jharkhand"
"11142","Panmani Singh","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","2470","1","2471","0.22",9,"Jamshedpur","S27","Jharkhand"
"12137","Malay Kumar Mahato","Communist Party of India (Marxist-Leninist) Red Star","1873","1","1874","0.16",9,"Jamshedpur","S27","Jharkhand"
"13124","Mahesh Kumar","Right to Recall Party","2481","0","2481","0.22",9,"Jamshedpur","S27","Jharkhand"
"14114","Ranjit Kumar Singh","Jharkhand Party","4625","5","4630","0.4",9,"Jamshedpur","S27","Jharkhand"
"15103","Shekh Akhir Uddin","Jharkhand Party  (Naren)","7665","0","7665","0.67",9,"Jamshedpur","S27","Jharkhand"
"1692","Sabita Kaivarto","Aihra National Party","6270","2","6272","0.55",9,"Jamshedpur","S27","Jharkhand"
"1773","Subrat Kumar Pradhan","Ambedkarite Party of India","4848","2","4850","0.42",9,"Jamshedpur","S27","Jharkhand"
"1862","Surya Singh Besra","Jharkhand People's Party","9280","8","9288","0.81",9,"Jamshedpur","S27","Jharkhand"
"1952","Asit Kumar Singh","Independent","2365","1","2366","0.21",9,"Jamshedpur","S27","Jharkhand"
"2048","Dinesh Mahato","Independent","1524","0","1524","0.13",9,"Jamshedpur","S27","Jharkhand"
"2141","Deepak Kumar Giri","Independent","3518","0","3518","0.31",9,"Jamshedpur","S27","Jharkhand"
"2235","Mubin Khan","Independent","3969","0","3969","0.35",9,"Jamshedpur","S27","Jharkhand"
"2331","Rakesh Kumar","Independent","3239","0","3239","0.28",9,"Jamshedpur","S27","Jharkhand"
"2422","Shailesh Kumar Singh","Independent","1495","1","1496","0.13",9,"Jamshedpur","S27","Jharkhand"
"2520","Sarita Anand","Independent","1189","2","1191","0.1",9,"Jamshedpur","S27","Jharkhand"
"2617","NOTA","None of the Above","5802","11","5813","0.51",9,"Jamshedpur","S27","Jharkhand"
"3168","Gaddigoudar Parvatagouda Chandanagouda","Bharatiya Janata Party","661662","2976","664638","55.17",3,"Bagalkot","S10","Karnataka"
"4158","Mahmad Husen Mujawar","Bahujan Samaj Party","6713","30","6743","0.56",3,"Bagalkot","S10","Karnataka"
